ClienteID,ClienteNome,Telefone,Email
554,Juan Moura,55319860091,wcastro@fernandes.org
555,Caio Pires,55819397715,murilo60@nunes.com
556,Júlia Cunha,55719799244,goncalvessamuel@moreira.br
557,Gabrielly Vieira,55819973898,barbarasouza@bol.com.br
558,Isabel Fernandes,55849965394,raquelcardoso@castro.net
559,João Miguel da Rocha,55819740893,luiz-fernandoribeiro@ig.com.br
560,Antônio Correia,55719232080,sda-luz@ig.com.br
561,Sra. Helena Alves,55119158470,alicianascimento@yahoo.com.br
562,Fernanda Pereira,55319418998,isiscorreia@ig.com.br
563,Guilherme Correia,55319977956,rodrigo92@hotmail.com
564,Luiz Fernando Pires,55119669090,maite16@yahoo.com.br
565,Luna Cardoso,55519312038,nazevedo@uol.com.br
566,Vinicius Moura,55819595540,miguel36@bol.com.br
567,João Pedro Rodrigues,55419120071,nsilva@azevedo.org
568,Yasmin Pires,55119891962,ylopes@uol.com.br
569,Ana Luiza Silva,55719318210,portostephany@gmail.com
570,Dr. Luigi da Mota,55519951463,davi-luiz49@hotmail.com
571,Sr. Matheus Melo,55619107073,correiaevelyn@hotmail.com
572,Lucca da Costa,55119326194,omoreira@yahoo.com.br
573,Nina Nunes,55519963044,ryanda-cunha@uol.com.br
574,Srta. Isadora Cardoso,55619679805,otavio22@yahoo.com.br
575,Srta. Júlia da Luz,55619167908,castrorenan@cardoso.com
576,Amanda Ferreira,55219300822,caue18@costela.br
577,Marcos Vinicius Ribeiro,55119704018,yferreira@da.com
578,Davi Luiz Moura,55619364294,bribeiro@teixeira.com
579,Danilo Duarte,55319027848,cardosomaria-sophia@uol.com.br
580,Ian Santos,55719806432,qpires@gmail.com
581,Joaquim Nunes,55719735168,ana-vitoriaaraujo@nogueira.org
582,Maysa Araújo,55849183584,pintodavi-lucca@sales.org
583,Alana da Conceição,55819646817,jmoreira@bol.com.br
584,Caroline Oliveira,55719220020,ian65@da.br
585,Srta. Ana Beatriz Martins,55719050527,maria-vitoriasantos@oliveira.com
586,Mariana Cunha,55619479749,maria-luiza73@gmail.com
587,Vitor Hugo Oliveira,55719622956,jviana@gmail.com
588,Pietra Fernandes,55849752973,castromaria-alice@uol.com.br
589,João Felipe Melo,55619257346,heloisaoliveira@hotmail.com
590,Dr. Davi Cunha,55819614362,joao-guilherme05@bol.com.br
591,Alice Rezende,55619269363,matheuscostela@duarte.br
592,João Gabriel Moraes,55119244140,isis17@yahoo.com.br
593,Dra. Gabrielly Viana,55419242804,elopes@bol.com.br
594,Srta. Sophia Viana,55419791452,ana-juliada-luz@das.br
595,Mariana Caldeira,55319599278,paraujo@uol.com.br
596,Emanuella Caldeira,55219645740,eduardasales@barbosa.org
597,Dra. Ana Clara Caldeira,55319240757,kaique56@ribeiro.com
598,Otávio da Conceição,55219764317,benicio10@cunha.com
599,Luna Lima,55519129748,luiz-fernandocunha@ig.com.br
600,Ana Vitória Castro,55719590818,ana-livia84@castro.br
